epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,202.968,1.20917,1.57954,1.12939,0.02339,0.33333,0.26115,0.17173,1.9065,3.96919,1.10462,0.00034765,0.00034765,0.00034765
21,222.958,1.07713,1.48503,1.11784,0.01515,0.33333,0.29,0.19915,1.75634,3.82169,1.05645,0.000353878,0.000353878,0.000353878
22,238.315,1.22812,1.55499,1.17385,0.00913,0.33333,0.315,0.22787,1.77969,3.79017,1.0709,0.000358973,0.000358973,0.000358973
23,249.617,1.17998,1.60398,1.12027,0.0067,0.33333,0.315,0.21557,1.74772,3.73603,1.06234,0.000362937,0.000362937,0.000362937
24,260.159,1.20845,1.53157,1.21159,0.85796,0.33333,0.33167,0.24043,1.65173,3.67277,1.02666,0.00036577,0.00036577,0.00036577
25,271.206,1.06629,1.46382,1.13385,1,0.27874,0.33167,0.27774,1.57919,3.61181,0.98402,0.00036747,0.00036747,0.00036747
26,281.032,1.07234,1.41178,1.05257,0.93313,0.25,0.315,0.28174,1.59544,3.56284,0.9794,0.000368039,0.000368039,0.000368039
27,291.247,1.01772,1.46462,1.05782,0.91201,0.33333,0.29833,0.26341,1.60325,3.46726,0.98014,0.000367476,0.000367476,0.000367476
28,301.308,1.00976,1.46543,1.09003,0.91201,0.33333,0.29833,0.26341,1.60325,3.46726,0.98014,0.000365781,0.000365781,0.000365781
29,313.198,0.97364,1.36153,1.04268,0.99199,0.33333,0.33167,0.26522,1.63784,3.41001,0.96771,0.000362955,0.000362955,0.000362955
30,324.572,0.90704,1.3563,1.00402,0.96656,0.33333,0.33167,0.29007,1.74378,3.46016,0.97913,0.000358996,0.000358996,0.000358996
31,336.542,1.09601,1.51246,1.0919,0.96656,0.33333,0.33167,0.29007,1.74378,3.46016,0.97913,0.000353906,0.000353906,0.000353906
32,347.561,1.09833,1.47323,1.08243,0.97711,0.33333,0.33167,0.24861,1.84727,3.51345,1.00483,0.000347684,0.000347684,0.000347684
33,357.773,1.08671,1.30632,1.14697,1,0.32987,0.33167,0.24451,1.81414,3.5013,1.00231,0.000340331,0.000340331,0.000340331
34,369.622,1.01152,1.34787,1.05691,1,0.32987,0.33167,0.24451,1.81414,3.5013,1.00231,0.000331845,0.000331845,0.000331845
35,381.259,1.00564,1.27644,1.06185,0.99878,0.33333,0.33201,0.26548,1.83317,3.5247,1.01491,0.000322228,0.000322228,0.000322228
36,393.074,1.10973,1.44414,1.15705,0.98028,0.33333,0.33235,0.24094,1.84473,3.47081,1.0397,0.000311479,0.000311479,0.000311479
37,404.345,0.78884,1.2788,0.91312,0.98028,0.33333,0.33235,0.24094,1.84473,3.47081,1.0397,0.000299598,0.000299598,0.000299598
38,421.18,0.97065,1.23003,1.06074,0.99262,0.33333,0.33276,0.2203,1.81519,3.39004,1.08905,0.000286586,0.000286586,0.000286586
39,434.054,0.87888,1.23555,1.04845,0.93332,0.33333,0.33238,0.2285,1.77887,3.36868,1.10694,0.000272442,0.000272442,0.000272442
40,444.764,1.02571,1.41121,1.04796,0.93332,0.33333,0.33238,0.2285,1.77887,3.36868,1.10694,0.000257166,0.000257166,0.000257166
41,454.968,0.83877,1.26154,1.02903,0.91962,0.33333,0.31612,0.20509,1.81973,3.40081,1.1295,0.000240758,0.000240758,0.000240758
42,465.215,0.89726,1.31082,0.92823,0.91786,0.33333,0.31654,0.21024,1.88689,3.43381,1.17088,0.000223218,0.000223218,0.000223218
43,478.484,0.83838,1.27268,0.9279,0.91786,0.33333,0.31654,0.21024,1.88689,3.43381,1.17088,0.000204547,0.000204547,0.000204547
44,491.113,0.82861,1.32256,0.95373,1,0.30434,0.33278,0.22401,1.8835,3.41325,1.1405,0.000184744,0.000184744,0.000184744
45,502.504,0.78884,1.26163,0.89315,1,0.30434,0.33278,0.22401,1.8835,3.41325,1.1405,0.000163809,0.000163809,0.000163809
46,513.271,0.80893,1.22479,0.93726,1,0.30883,0.33281,0.22403,1.85105,3.39667,1.12135,0.000141743,0.000141743,0.000141743
47,523.864,0.88697,1.26597,0.88923,1,0.30883,0.33281,0.22403,1.85105,3.39667,1.12135,0.000118544,0.000118544,0.000118544
48,533.768,0.89898,1.28513,0.91769,1,0.31134,0.33416,0.24781,1.8434,3.38525,1.11561,9.4214e-05,9.4214e-05,9.4214e-05
49,543.511,0.77762,1.32632,0.90483,1,0.31134,0.33416,0.24781,1.8434,3.38525,1.11561,6.8752e-05,6.8752e-05,6.8752e-05
50,553.01,0.76299,1.23991,0.93882,1,0.3076,0.33886,0.23664,1.84052,3.36712,1.12099,4.21584e-05,4.21584e-05,4.21584e-05
