epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7167,1.49656,3.77609,1.34209,0.00275,0.33333,0.06286,0.03951,1.93212,4.49205,1.45689,1.429e-05,1.429e-05,1.429e-05
2,22.1321,1.69699,3.81716,1.648,0.00294,0.33333,0.06434,0.04925,1.86646,4.33654,1.32826,4.20212e-05,4.20212e-05,4.20212e-05
3,31.6432,1.59129,3.56465,1.6426,0.00355,0.33333,0.15234,0.11666,1.80643,4.22778,1.21087,6.86206e-05,6.86206e-05,6.86206e-05
4,41.5903,1.00321,3.31912,1.15053,0.00525,0.33333,0.24833,0.14675,1.70134,4.16655,1.16572,9.40882e-05,9.40882e-05,9.40882e-05
5,51.2256,1.15596,3.28387,1.2221,0.00813,0.33333,0.21262,0.13178,1.76586,4.18982,1.15656,0.000118424,0.000118424,0.000118424
6,60.7496,1.16325,2.8282,1.1666,0.0114,0.33333,0.18317,0.12452,1.86923,4.18427,1.17381,0.000141628,0.000141628,0.000141628
7,70.1327,1.27408,2.31401,1.23733,0.01307,0.33333,0.1799,0.12079,1.96206,4.16837,1.18472,0.000163701,0.000163701,0.000163701
8,79.7169,1.19243,2.11936,1.19919,0.01569,0.33333,0.1782,0.13662,2.02406,4.16697,1.18278,0.000184641,0.000184641,0.000184641
9,89.0509,1.03762,1.98361,1.07748,0.01606,0.33333,0.1796,0.13714,2.01947,4.17681,1.19663,0.00020445,0.00020445,0.00020445
10,99.1177,1.16645,1.81616,1.22019,0.01434,0.33333,0.18405,0.13968,2.02348,4.18754,1.19383,0.000223127,0.000223127,0.000223127
11,108.696,1.12573,2.007,1.16624,0.01434,0.33333,0.15796,0.1183,2.00465,4.1712,1.21849,0.000240672,0.000240672,0.000240672
12,118.425,1.19226,1.81353,1.1909,0.0119,0.33333,0.18412,0.12305,2.00565,4.16821,1.22556,0.000257086,0.000257086,0.000257086
13,127.991,1.19467,1.77016,1.20896,0.0105,0.33333,0.15426,0.11787,2.01886,4.13508,1.23473,0.000272367,0.000272367,0.000272367
14,137.519,1.1085,1.98826,1.18575,0.00966,0.33333,0.15426,0.11929,2.01796,4.08971,1.23448,0.000286517,0.000286517,0.000286517
15,147.094,1.01155,1.62433,1.08702,0.00798,0.33333,0.15852,0.12076,2.10157,4.11954,1.24695,0.000299536,0.000299536,0.000299536
