epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.31251,1.28259,4.9356,1.15808,0.00235,0.33333,0.14214,0.1104,1.58398,3.82438,1.06513,4.287e-05,4.287e-05,4.287e-05
2,7.64935,1.4627,6.45492,1.16569,0.0027,0.33333,0.20333,0.1762,1.6355,3.80006,1.04012,9.98319e-05,9.98319e-05,9.98319e-05
3,8.02543,1.32841,4.85223,1.18701,0.00377,0.34127,0.30464,0.26305,1.64869,3.7233,1.00295,0.000156568,0.000156568,0.000156568
4,8.39254,1.13484,5.06732,0.99795,0.00551,0.35714,0.27804,0.21653,1.70118,3.7022,0.96388,0.000213077,0.000213077,0.000213077
5,8.73396,1.10762,3.93646,1.02228,0.00509,0.35714,0.25013,0.19693,1.66313,3.70592,0.96032,0.00026936,0.00026936,0.00026936
6,9.07032,1.08306,3.81843,0.99485,0.00663,0.37302,0.27896,0.26104,1.4057,3.69292,0.9098,0.000325416,0.000325416,0.000325416
7,9.41067,1.17175,3.95769,0.99286,0.00949,0.40476,0.28081,0.23938,1.30838,3.6778,0.89249,0.000381246,0.000381246,0.000381246
8,9.7451,1.22699,8.99151,0.96232,0.01408,0.46825,0.31271,0.23888,1.40591,3.59993,0.92903,0.00043685,0.00043685,0.00043685
9,10.0779,1.17252,3.03126,0.99638,0.00504,0.35714,0.30552,0.23572,1.52829,3.58272,0.93538,0.000492228,0.000492228,0.000492228
10,10.4195,1.0783,3.40814,0.94227,0.00228,0.33333,0.30417,0.24135,1.63534,3.57312,0.94452,0.000547379,0.000547379,0.000547379
11,10.7622,1.02579,2.86568,0.97885,0.00385,0.34127,0.33276,0.25882,1.51662,3.5699,0.93205,0.000602303,0.000602303,0.000602303
12,11.0976,0.82231,14.9251,0.78228,0.00402,0.34127,0.33408,0.27797,1.43112,3.48333,0.93459,0.000657002,0.000657002,0.000657002
13,11.4472,0.92192,2.84554,0.94715,0.00372,0.34127,0.33445,0.29989,1.50683,3.4709,0.96589,0.000711474,0.000711474,0.000711474
14,11.7858,1.15807,2.7346,1.06791,0.00362,0.34127,0.33373,0.22241,1.52741,3.45179,0.96708,0.00076572,0.00076572,0.00076572
15,12.1282,1.04927,4.24256,1.04646,1,0.18485,0.3062,0.27779,1.51159,3.41378,0.95003,0.000819739,0.000819739,0.000819739
16,12.4564,1.0743,3.47014,0.92325,0.96005,0.11111,0.27991,0.22639,1.4357,3.41281,0.9508,0.000873532,0.000873532,0.000873532
17,12.7902,0.92071,2.59931,0.94983,0.94984,0.11111,0.22625,0.17871,1.41807,3.44354,0.96882,0.000927099,0.000927099,0.000927099
18,13.1396,1.13205,2.60756,1.00033,1,0.18543,0.34048,0.28377,1.5811,3.22582,0.98476,0.000980439,0.000980439,0.000980439
19,13.4773,1.05052,2.89807,1.00115,1,0.19979,0.33709,0.25487,1.72465,3.12731,1.03413,0.00103355,0.00103355,0.00103355
20,13.8061,1.07587,4.99191,1.07795,1,0.2813,0.34836,0.28927,1.622,3.05322,1.02119,0.00108644,0.00108644,0.00108644
21,14.1498,1.07279,2.41466,0.99247,0.98086,0.22222,0.24881,0.19446,1.6047,3.14437,1.04243,0.0011391,0.0011391,0.0011391
22,14.4841,1.14754,2.51767,1.03371,0.9904,0.22222,0.25787,0.20787,1.60432,3.05931,1.03485,0.00119154,0.00119154,0.00119154
23,14.8123,1.15824,2.52548,1.09116,1,0.21478,0.27359,0.20515,1.70699,2.98067,1.06637,0.00124375,0.00124375,0.00124375
24,15.1401,0.99025,2.16963,0.96796,0.99455,0.22222,0.25911,0.18086,1.77414,3.01451,1.05211,0.00129573,0.00129573,0.00129573
25,15.4706,1.08736,2.54012,0.98708,0.97161,0.22222,0.24689,0.15745,1.92329,3.04029,1.09168,0.00134748,0.00134748,0.00134748
26,15.8003,1.22071,2.49432,1.06774,0.97523,0.22222,0.32596,0.19712,1.88518,2.66935,1.08387,0.00135826,0.00135826,0.00135826
27,16.1376,1.06832,3.28771,1.08254,0.7665,0.12558,0.30369,0.14265,2.16701,2.63243,1.20762,0.00135544,0.00135544,0.00135544
28,16.467,1.14257,2.34578,0.98962,0.85714,0.23311,0.33688,0.22173,2.15778,2.48232,1.13016,0.00135261,0.00135261,0.00135261
29,16.7964,1.12335,2.14244,0.95987,0.64386,0.2381,0.45792,0.25245,1.92823,2.32811,1.08192,0.00134978,0.00134978,0.00134978
30,17.128,1.08894,3.18733,1.12535,0.70262,0.22494,0.47998,0.28409,1.82389,2.22037,1.04701,0.00134695,0.00134695,0.00134695
31,17.4557,0.99003,2.26117,0.96283,0.60536,0.36962,0.52395,0.28437,1.86979,2.18213,1.08362,0.00134412,0.00134412,0.00134412
32,17.7929,1.07709,2.37271,1.00201,0.88573,0.22222,0.50125,0.28526,1.89393,2.18537,1.06553,0.00134129,0.00134129,0.00134129
33,18.1227,1.21764,2.88995,1.05237,0.88767,0.21979,0.32767,0.20788,1.89336,2.17035,1.06578,0.00133846,0.00133846,0.00133846
