epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,234.231,2.10706,2.02663,1.76426,0.74182,0.17664,0.25135,0.11662,2.06265,2.67021,1.85415,0.00119133,0.00119133,0.00119133
86,236.77,2.08215,2.11829,1.8134,0.74182,0.17664,0.25135,0.11662,2.06265,2.67021,1.85415,0.0011885,0.0011885,0.0011885
87,239.25,2.31552,2.38588,1.95732,0.68621,0.21368,0.25013,0.09857,2.38806,3.75463,1.97279,0.00118567,0.00118567,0.00118567
88,241.725,2.14762,2.11152,1.79572,0.86064,0.25786,0.45471,0.22425,1.83629,4.83484,1.63934,0.00118284,0.00118284,0.00118284
89,244.337,2.13642,2.28361,1.80947,0.86064,0.25786,0.45471,0.22425,1.83629,4.83484,1.63934,0.00118001,0.00118001,0.00118001
90,246.908,2.11264,1.92518,1.68853,0.66495,0.45454,0.34989,0.19995,1.92021,3.34419,1.69062,0.00117718,0.00117718,0.00117718
91,249.49,2.13564,2.06276,1.80363,0.83924,0.28775,0.39896,0.22296,1.88948,2.56959,1.63978,0.00117435,0.00117435,0.00117435
92,251.957,2.14589,2.14993,1.7925,0.83924,0.28775,0.39896,0.22296,1.88948,2.56959,1.63978,0.00117152,0.00117152,0.00117152
93,254.551,2.05084,2.08314,1.7103,0.69159,0.38746,0.37159,0.22504,1.81895,3.16759,1.59684,0.00116869,0.00116869,0.00116869
94,257.086,2.06857,1.94634,1.76774,0.61966,0.32479,0.31138,0.1471,2.08956,4.013,1.74445,0.00116586,0.00116586,0.00116586
95,259.502,1.98076,1.81926,1.68411,0.61966,0.32479,0.31138,0.1471,2.08956,4.013,1.74445,0.00116303,0.00116303,0.00116303
96,262.048,2.15008,2.02085,1.87022,0.5533,0.36182,0.27986,0.14247,2.38039,3.58393,1.76536,0.00116021,0.00116021,0.00116021
97,264.534,2.06689,1.99471,1.7519,0.61711,0.31585,0.29074,0.15615,2.22177,2.52246,1.73094,0.00115738,0.00115738,0.00115738
98,267.106,1.96192,1.75272,1.66048,0.61711,0.31585,0.29074,0.15615,2.22177,2.52246,1.73094,0.00115455,0.00115455,0.00115455
99,269.61,2.08143,2.09122,1.65732,0.78122,0.39348,0.41654,0.21185,2.05382,1.90888,1.72422,0.00115172,0.00115172,0.00115172
100,272.142,2.09381,1.83753,1.81052,0.6919,0.35826,0.27609,0.14694,2.03513,2.96589,1.84398,0.00114889,0.00114889,0.00114889
101,274.723,2.02326,1.94819,1.65815,0.6919,0.35826,0.27609,0.14694,2.03513,2.96589,1.84398,0.00114606,0.00114606,0.00114606
102,277.268,1.94493,1.73306,1.62463,0.68995,0.39886,0.40077,0.23806,1.96804,3.56015,1.79471,0.00114323,0.00114323,0.00114323
103,279.958,1.89273,1.75204,1.63365,0.78523,0.33148,0.37046,0.23135,1.9478,2.56899,1.6424,0.0011404,0.0011404,0.0011404
